index,dt,day,month,year,City,AverageTemperature,AverageTemperatureUncertainty,Latitude,Longitude
52446,1808-03-01,1,3,1808,Chicago,2.904,4.652,42.59N,87.27W
52447,1808-04-01,1,4,1808,Chicago,6.747000000000001,2.211,42.59N,87.27W
52448,1808-05-01,1,5,1808,Chicago,10.380999999999998,3.678,42.59N,87.27W
52449,1808-06-01,1,6,1808,Chicago,18.248,2.023,42.59N,87.27W
52450,1808-07-01,1,7,1808,Chicago,22.431,1.84,42.59N,87.27W
52451,1808-08-01,1,8,1808,Chicago,21.402,1.934,42.59N,87.27W
52452,1808-09-01,1,9,1808,Chicago,18.984,3.132,42.59N,87.27W
52453,1808-10-01,1,10,1808,Chicago,11.578,2.173,42.59N,87.27W
52454,1808-11-01,1,11,1808,Chicago,6.071999999999999,2.54,42.59N,87.27W
52455,1808-12-01,1,12,1808,Chicago,-0.068,2.57,42.59N,87.27W
52456,1809-01-01,1,1,1809,Chicago,-3.5810000000000004,3.88,42.59N,87.27W
52457,1809-02-01,1,2,1809,Chicago,-1.9130000000000005,3.197,42.59N,87.27W
52458,1809-03-01,1,3,1809,Chicago,1.118,3.248,42.59N,87.27W
52459,1809-04-01,1,4,1809,Chicago,6.432,4.097,42.59N,87.27W
52460,1809-05-01,1,5,1809,Chicago,10.666,2.783,42.59N,87.27W
52461,1809-06-01,1,6,1809,Chicago,17.505,2.076,42.59N,87.27W
52462,1809-07-01,1,7,1809,Chicago,20.127,1.893,42.59N,87.27W
52463,1809-08-01,1,8,1809,Chicago,21.583,1.74,42.59N,87.27W
52464,1809-09-01,1,9,1809,Chicago,17.230999999999998,2.331,42.59N,87.27W
52465,1809-10-01,1,10,1809,Chicago,13.79,3.3560000000000003,42.59N,87.27W
52466,1809-11-01,1,11,1809,Chicago,3.378,3.133,42.59N,87.27W
52467,1809-12-01,1,12,1809,Chicago,2.14,3.919,42.59N,87.27W
52468,1810-01-01,1,1,1810,Chicago,-1.973,5.013,42.59N,87.27W
52469,1810-02-01,1,2,1810,Chicago,0.6759999999999999,4.1,42.59N,87.27W
52470,1810-03-01,1,3,1810,Chicago,3.072,2.735,42.59N,87.27W
52471,1810-04-01,1,4,1810,Chicago,7.1190000000000015,3.378,42.59N,87.27W
52472,1810-05-01,1,5,1810,Chicago,10.822,2.884,42.59N,87.27W
52473,1810-06-01,1,6,1810,Chicago,17.159000000000002,3.219,42.59N,87.27W
52474,1810-07-01,1,7,1810,Chicago,20.2,2.991,42.59N,87.27W
52475,1810-08-01,1,8,1810,Chicago,21.341,2.372,42.59N,87.27W
52476,1810-09-01,1,9,1810,Chicago,17.404,2.07,42.59N,87.27W
52477,1810-10-01,1,10,1810,Chicago,10.232,3.695,42.59N,87.27W
52478,1810-11-01,1,11,1810,Chicago,4.087,2.8960000000000004,42.59N,87.27W
52479,1810-12-01,1,12,1810,Chicago,0.4970000000000001,3.3480000000000003,42.59N,87.27W
52480,1811-01-01,1,1,1811,Chicago,-1.089,3.332,42.59N,87.27W
52481,1811-02-01,1,2,1811,Chicago,-1.5119999999999998,4.4060000000000015,42.59N,87.27W
52482,1811-03-01,1,3,1811,Chicago,4.0280000000000005,2.912,42.59N,87.27W
52483,1811-04-01,1,4,1811,Chicago,5.519,2.019,42.59N,87.27W
52484,1811-05-01,1,5,1811,Chicago,10.262,3.321,42.59N,87.27W
52485,1811-06-01,1,6,1811,Chicago,17.029,3.182,42.59N,87.27W
52486,1811-07-01,1,7,1811,Chicago,20.549,2.715,42.59N,87.27W
52487,1811-08-01,1,8,1811,Chicago,22.218000000000004,3.198,42.59N,87.27W
52488,1811-09-01,1,9,1811,Chicago,18.272,2.079,42.59N,87.27W
52489,1811-10-01,1,10,1811,Chicago,11.015,3.178,42.59N,87.27W
52490,1811-11-01,1,11,1811,Chicago,4.868,3.659,42.59N,87.27W
52491,1811-12-01,1,12,1811,Chicago,1.256,2.613,42.59N,87.27W
52492,1812-01-01,1,1,1812,Chicago,-3.5780000000000003,3.969,42.59N,87.27W
52493,1812-02-01,1,2,1812,Chicago,-3.128,2.134,42.59N,87.27W
52494,1812-03-01,1,3,1812,Chicago,-0.6410000000000005,2.43,42.59N,87.27W
52495,1812-04-01,1,4,1812,Chicago,4.8130000000000015,1.832,42.59N,87.27W
52496,1812-05-01,1,5,1812,Chicago,9.614,2.305,42.59N,87.27W
52497,1812-06-01,1,6,1812,Chicago,16.105,1.622,42.59N,87.27W
52498,1812-07-01,1,7,1812,Chicago,21.26,1.882,42.59N,87.27W
52499,1812-08-01,1,8,1812,Chicago,22.969,3.534,42.59N,87.27W
52500,1812-09-01,1,9,1812,Chicago,17.381999999999998,1.755,42.59N,87.27W
52501,1812-10-01,1,10,1812,Chicago,10.896999999999998,3.026,42.59N,87.27W
52502,1812-11-01,1,11,1812,Chicago,4.468999999999999,2.422,42.59N,87.27W
52503,1812-12-01,1,12,1812,Chicago,-0.0959999999999998,4.223,42.59N,87.27W
52504,1813-01-01,1,1,1813,Chicago,-3.606,4.577,42.59N,87.27W
52505,1813-02-01,1,2,1813,Chicago,-0.951,2.383,42.59N,87.27W
52506,1813-03-01,1,3,1813,Chicago,-0.234,5.638999999999999,42.59N,87.27W
52507,1813-04-01,1,4,1813,Chicago,7.612999999999999,1.763,42.59N,87.27W
52508,1813-05-01,1,5,1813,Chicago,12.3,3.751,42.59N,87.27W
52509,1813-06-01,1,6,1813,Chicago,17.337,2.872,42.59N,87.27W
52510,1813-07-01,1,7,1813,Chicago,22.124,1.633,42.59N,87.27W
52511,1813-08-01,1,8,1813,Chicago,22.373,1.504,42.59N,87.27W
52512,1813-09-01,1,9,1813,Chicago,20.173,1.7519999999999998,42.59N,87.27W
52513,1813-10-01,1,10,1813,Chicago,11.44,2.105,42.59N,87.27W
52514,1813-11-01,1,11,1813,Chicago,7.37,2.474,42.59N,87.27W
52515,1813-12-01,1,12,1813,Chicago,0.1340000000000001,2.6210000000000004,42.59N,87.27W
52516,1814-01-01,1,1,1814,Chicago,-2.422,3.464,42.59N,87.27W
52517,1814-02-01,1,2,1814,Chicago,-0.092,2.643,42.59N,87.27W
52518,1814-03-01,1,3,1814,Chicago,1.548,2.951,42.59N,87.27W
52519,1814-04-01,1,4,1814,Chicago,6.4110000000000005,2.069,42.59N,87.27W
52520,1814-05-01,1,5,1814,Chicago,10.723,2.437,42.59N,87.27W
52521,1814-06-01,1,6,1814,Chicago,16.992,2.074,42.59N,87.27W
52522,1814-07-01,1,7,1814,Chicago,19.769,2.9760000000000004,42.59N,87.27W
52523,1814-08-01,1,8,1814,Chicago,21.573,1.743,42.59N,87.27W
52524,1814-09-01,1,9,1814,Chicago,17.604,2.048,42.59N,87.27W
52525,1814-10-01,1,10,1814,Chicago,11.204,2.199,42.59N,87.27W
52526,1814-11-01,1,11,1814,Chicago,8.137,2.966,42.59N,87.27W
52527,1814-12-01,1,12,1814,Chicago,3.144,4.287,42.59N,87.27W
52528,1815-01-01,1,1,1815,Chicago,-1.7779999999999998,2.5810000000000004,42.59N,87.27W
52529,1815-02-01,1,2,1815,Chicago,-0.182,4.255,42.59N,87.27W
52530,1815-03-01,1,3,1815,Chicago,1.744,3.286,42.59N,87.27W
52531,1815-04-01,1,4,1815,Chicago,5.735,1.898,42.59N,87.27W
52532,1815-05-01,1,5,1815,Chicago,9.736999999999998,2.6910000000000003,42.59N,87.27W
52533,1815-06-01,1,6,1815,Chicago,15.62,2.505,42.59N,87.27W
52534,1815-07-01,1,7,1815,Chicago,23.033,1.858,42.59N,87.27W
52535,1815-08-01,1,8,1815,Chicago,21.775,1.789,42.59N,87.27W
52536,1815-09-01,1,9,1815,Chicago,17.253,1.536,42.59N,87.27W
52537,1815-10-01,1,10,1815,Chicago,10.029,2.659,42.59N,87.27W
52538,1815-11-01,1,11,1815,Chicago,3.8,2.754,42.59N,87.27W
52539,1815-12-01,1,12,1815,Chicago,-0.4569999999999999,2.696,42.59N,87.27W
52540,1816-01-01,1,1,1816,Chicago,-1.4489999999999998,3.37,42.59N,87.27W
52541,1816-02-01,1,2,1816,Chicago,-2.657,2.674,42.59N,87.27W
52542,1816-03-01,1,3,1816,Chicago,0.3649999999999997,2.9,42.59N,87.27W
52543,1816-04-01,1,4,1816,Chicago,5.997000000000001,3.718,42.59N,87.27W
52544,1816-05-01,1,5,1816,Chicago,11.300999999999998,2.309,42.59N,87.27W
52545,1816-06-01,1,6,1816,Chicago,15.406,2.0780000000000003,42.59N,87.27W
52546,1816-07-01,1,7,1816,Chicago,19.314,2.191,42.59N,87.27W
52547,1816-08-01,1,8,1816,Chicago,21.274,1.6469999999999998,42.59N,87.27W
52548,1816-09-01,1,9,1816,Chicago,16.487000000000002,1.87,42.59N,87.27W
52549,1816-10-01,1,10,1816,Chicago,8.738,3.343,42.59N,87.27W
52550,1816-11-01,1,11,1816,Chicago,4.355,3.568,42.59N,87.27W
52551,1816-12-01,1,12,1816,Chicago,0.1159999999999998,2.695,42.59N,87.27W
52552,1817-01-01,1,1,1817,Chicago,-3.065,2.969,42.59N,87.27W
52553,1817-02-01,1,2,1817,Chicago,-1.213,2.935,42.59N,87.27W
52554,1817-03-01,1,3,1817,Chicago,2.4130000000000003,2.911,42.59N,87.27W
52555,1817-04-01,1,4,1817,Chicago,6.7170000000000005,1.917,42.59N,87.27W
52556,1817-05-01,1,5,1817,Chicago,9.941,2.684,42.59N,87.27W
52557,1817-06-01,1,6,1817,Chicago,15.298,1.928,42.59N,87.27W
52558,1817-07-01,1,7,1817,Chicago,19.673,1.86,42.59N,87.27W
52559,1817-08-01,1,8,1817,Chicago,22.249,1.979,42.59N,87.27W
52560,1817-09-01,1,9,1817,Chicago,16.195999999999998,2.133,42.59N,87.27W
52561,1817-10-01,1,10,1817,Chicago,9.213,2.705,42.59N,87.27W
52562,1817-11-01,1,11,1817,Chicago,6.113,2.437,42.59N,87.27W
52563,1817-12-01,1,12,1817,Chicago,-1.0739999999999998,2.898,42.59N,87.27W
52564,1818-01-01,1,1,1818,Chicago,-2.5380000000000003,2.931,42.59N,87.27W
52565,1818-02-01,1,2,1818,Chicago,-3.388,2.55,42.59N,87.27W
52566,1818-03-01,1,3,1818,Chicago,3.466,2.412,42.59N,87.27W
52567,1818-04-01,1,4,1818,Chicago,7.932,3.19,42.59N,87.27W
52568,1818-05-01,1,5,1818,Chicago,11.716,2.545,42.59N,87.27W
52569,1818-06-01,1,6,1818,Chicago,19.029,2.632,42.59N,87.27W
52570,1818-07-01,1,7,1818,Chicago,21.527,2.9,42.59N,87.27W
52571,1818-08-01,1,8,1818,Chicago,21.72,1.631,42.59N,87.27W
52572,1818-09-01,1,9,1818,Chicago,16.916,2.636,42.59N,87.27W
52573,1818-10-01,1,10,1818,Chicago,10.074,2.233,42.59N,87.27W
52574,1818-11-01,1,11,1818,Chicago,7.391999999999999,3.527,42.59N,87.27W
52575,1818-12-01,1,12,1818,Chicago,-0.7509999999999999,2.481,42.59N,87.27W
52576,1819-01-01,1,1,1819,Chicago,-1.4049999999999998,2.908,42.59N,87.27W
52577,1819-02-01,1,2,1819,Chicago,0.506,3.266,42.59N,87.27W
52578,1819-03-01,1,3,1819,Chicago,-1.354,3.469,42.59N,87.27W
52579,1819-04-01,1,4,1819,Chicago,5.599,2.107,42.59N,87.27W
52580,1819-05-01,1,5,1819,Chicago,10.41,2.384,42.59N,87.27W
52581,1819-06-01,1,6,1819,Chicago,17.067999999999998,2.177,42.59N,87.27W
52582,1819-07-01,1,7,1819,Chicago,21.069000000000003,1.706,42.59N,87.27W
52583,1819-08-01,1,8,1819,Chicago,21.606,1.91,42.59N,87.27W
52584,1819-09-01,1,9,1819,Chicago,18.827,1.851,42.59N,87.27W
52585,1819-10-01,1,10,1819,Chicago,11.741,2.206,42.59N,87.27W
52586,1819-11-01,1,11,1819,Chicago,6.138999999999999,2.359,42.59N,87.27W
52587,1819-12-01,1,12,1819,Chicago,0.0219999999999998,2.875,42.59N,87.27W
52588,1820-01-01,1,1,1820,Chicago,-4.971,2.718,42.59N,87.27W
52589,1820-02-01,1,2,1820,Chicago,1.403,2.299,42.59N,87.27W
52590,1820-03-01,1,3,1820,Chicago,1.454,1.806,42.59N,87.27W
52591,1820-04-01,1,4,1820,Chicago,8.51,1.851,42.59N,87.27W
52592,1820-05-01,1,5,1820,Chicago,10.867,1.5659999999999998,42.59N,87.27W
52593,1820-06-01,1,6,1820,Chicago,17.407,1.46,42.59N,87.27W
52594,1820-07-01,1,7,1820,Chicago,20.861,1.1740000000000002,42.59N,87.27W
52595,1820-08-01,1,8,1820,Chicago,20.885,1.271,42.59N,87.27W
52596,1820-09-01,1,9,1820,Chicago,18.138,2.138,42.59N,87.27W
52597,1820-10-01,1,10,1820,Chicago,11.048,2.113,42.59N,87.27W
52598,1820-11-01,1,11,1820,Chicago,4.66,0.999,42.59N,87.27W
52599,1820-12-01,1,12,1820,Chicago,-2.024,2.465,42.59N,87.27W
52600,1821-01-01,1,1,1821,Chicago,-3.907,4.129,42.59N,87.27W
52601,1821-02-01,1,2,1821,Chicago,-0.095,4.765,42.59N,87.27W
52602,1821-03-01,1,3,1821,Chicago,1.719,2.854,42.59N,87.27W
52603,1821-04-01,1,4,1821,Chicago,3.967,1.889,42.59N,87.27W
52604,1821-05-01,1,5,1821,Chicago,10.648,2.129,42.59N,87.27W
52605,1821-06-01,1,6,1821,Chicago,18.487,3.569,42.59N,87.27W
52606,1821-07-01,1,7,1821,Chicago,20.042,2.814,42.59N,87.27W
52607,1821-08-01,1,8,1821,Chicago,23.793000000000003,2.902,42.59N,87.27W
52608,1821-09-01,1,9,1821,Chicago,17.968,0.8809999999999999,42.59N,87.27W
52609,1821-10-01,1,10,1821,Chicago,12.111,1.134,42.59N,87.27W
52610,1821-11-01,1,11,1821,Chicago,5.757000000000001,3.116,42.59N,87.27W
52611,1821-12-01,1,12,1821,Chicago,-1.5019999999999998,2.4930000000000003,42.59N,87.27W
52612,1822-01-01,1,1,1822,Chicago,-1.909,3.495,42.59N,87.27W
52613,1822-02-01,1,2,1822,Chicago,0.367,2.326,42.59N,87.27W
52614,1822-03-01,1,3,1822,Chicago,5.824,1.681,42.59N,87.27W
52615,1822-04-01,1,4,1822,Chicago,6.166,1.556,42.59N,87.27W
52616,1822-05-01,1,5,1822,Chicago,12.265999999999998,1.618,42.59N,87.27W
52617,1822-06-01,1,6,1822,Chicago,17.528,1.595,42.59N,87.27W
52618,1822-07-01,1,7,1822,Chicago,22.483,1.1740000000000002,42.59N,87.27W
52619,1822-08-01,1,8,1822,Chicago,22.671,2.362,42.59N,87.27W
52620,1822-09-01,1,9,1822,Chicago,18.45,2.021,42.59N,87.27W
52621,1822-10-01,1,10,1822,Chicago,10.896999999999998,1.202,42.59N,87.27W
52622,1822-11-01,1,11,1822,Chicago,6.297000000000001,1.533,42.59N,87.27W
52623,1822-12-01,1,12,1822,Chicago,-2.612,2.499,42.59N,87.27W
52624,1823-01-01,1,1,1823,Chicago,-0.2169999999999998,2.05,42.59N,87.27W
52625,1823-02-01,1,2,1823,Chicago,-4.565,3.895,42.59N,87.27W
52626,1823-03-01,1,3,1823,Chicago,2.524,1.796,42.59N,87.27W
52627,1823-04-01,1,4,1823,Chicago,7.735,3.277,42.59N,87.27W
52628,1823-05-01,1,5,1823,Chicago,10.68,1.725,42.59N,87.27W
52629,1823-06-01,1,6,1823,Chicago,17.947,1.812,42.59N,87.27W
52630,1823-07-01,1,7,1823,Chicago,22.359,1.08,42.59N,87.27W
52631,1823-08-01,1,8,1823,Chicago,22.746,1.1740000000000002,42.59N,87.27W
52632,1823-09-01,1,9,1823,Chicago,16.637999999999998,2.009,42.59N,87.27W
52633,1823-10-01,1,10,1823,Chicago,11.029000000000002,0.995,42.59N,87.27W
52634,1823-11-01,1,11,1823,Chicago,4.819,4.001,42.59N,87.27W
52635,1823-12-01,1,12,1823,Chicago,0.0150000000000001,1.245,42.59N,87.27W
52636,1824-01-01,1,1,1824,Chicago,1.484,1.645,42.59N,87.27W
52637,1824-02-01,1,2,1824,Chicago,-1.64,2.8510000000000004,42.59N,87.27W
52638,1824-03-01,1,3,1824,Chicago,1.1909999999999998,2.593,42.59N,87.27W
52639,1824-04-01,1,4,1824,Chicago,5.678000000000001,2.182,42.59N,87.27W
52640,1824-05-01,1,5,1824,Chicago,10.457999999999998,1.954,42.59N,87.27W
52641,1824-06-01,1,6,1824,Chicago,16.730999999999998,2.917,42.59N,87.27W
52642,1824-07-01,1,7,1824,Chicago,21.825,3.625,42.59N,87.27W
52643,1824-08-01,1,8,1824,Chicago,21.877,2.052,42.59N,87.27W
52644,1824-09-01,1,9,1824,Chicago,18.256,2.227,42.59N,87.27W
52645,1824-10-01,1,10,1824,Chicago,10.62,1.798,42.59N,87.27W
52646,1824-11-01,1,11,1824,Chicago,5.430999999999999,2.292,42.59N,87.27W
52647,1824-12-01,1,12,1824,Chicago,2.94,3.778,42.59N,87.27W
52648,1825-01-01,1,1,1825,Chicago,0.1060000000000001,3.21,42.59N,87.27W
52649,1825-02-01,1,2,1825,Chicago,2.457,2.057,42.59N,87.27W
52650,1825-03-01,1,3,1825,Chicago,5.7,2.741,42.59N,87.27W
52651,1825-04-01,1,4,1825,Chicago,9.005,2.437,42.59N,87.27W
52652,1825-05-01,1,5,1825,Chicago,11.58,0.98,42.59N,87.27W
52653,1825-06-01,1,6,1825,Chicago,18.213,0.928,42.59N,87.27W
52654,1825-07-01,1,7,1825,Chicago,23.267,2.881,42.59N,87.27W
52655,1825-08-01,1,8,1825,Chicago,22.9,2.468,42.59N,87.27W
52656,1825-09-01,1,9,1825,Chicago,18.861,1.589,42.59N,87.27W
52657,1825-10-01,1,10,1825,Chicago,11.800999999999998,2.002,42.59N,87.27W
52658,1825-11-01,1,11,1825,Chicago,5.912000000000001,1.767,42.59N,87.27W
52659,1825-12-01,1,12,1825,Chicago,0.657,1.4680000000000002,42.59N,87.27W
52660,1826-01-01,1,1,1826,Chicago,-0.3989999999999999,1.06,42.59N,87.27W
52661,1826-02-01,1,2,1826,Chicago,0.013,2.022,42.59N,87.27W
52662,1826-03-01,1,3,1826,Chicago,3.3510000000000004,1.584,42.59N,87.27W
52663,1826-04-01,1,4,1826,Chicago,5.779,2.687,42.59N,87.27W
52664,1826-05-01,1,5,1826,Chicago,14.433,1.6569999999999998,42.59N,87.27W
52665,1826-06-01,1,6,1826,Chicago,17.749000000000002,2.95,42.59N,87.27W
52666,1826-07-01,1,7,1826,Chicago,21.351,1.648,42.59N,87.27W
52667,1826-08-01,1,8,1826,Chicago,21.626,1.95,42.59N,87.27W
52668,1826-09-01,1,9,1826,Chicago,17.088,2.745,42.59N,87.27W
52669,1826-10-01,1,10,1826,Chicago,12.349,2.644,42.59N,87.27W
52670,1826-11-01,1,11,1826,Chicago,6.981999999999998,0.659,42.59N,87.27W
52671,1826-12-01,1,12,1826,Chicago,1.9,2.491,42.59N,87.27W
52672,1827-01-01,1,1,1827,Chicago,0.2390000000000001,2.6060000000000003,42.59N,87.27W
52673,1827-02-01,1,2,1827,Chicago,3.604,2.403,42.59N,87.27W
52674,1827-03-01,1,3,1827,Chicago,4.039,2.462,42.59N,87.27W
52675,1827-04-01,1,4,1827,Chicago,8.011000000000001,3.717,42.59N,87.27W
52676,1827-05-01,1,5,1827,Chicago,12.046,2.345,42.59N,87.27W
52677,1827-06-01,1,6,1827,Chicago,17.19,2.36,42.59N,87.27W
52678,1827-07-01,1,7,1827,Chicago,21.836,1.523,42.59N,87.27W
52679,1827-08-01,1,8,1827,Chicago,22.451,1.398,42.59N,87.27W
52680,1827-09-01,1,9,1827,Chicago,18.35,1.072,42.59N,87.27W
52681,1827-10-01,1,10,1827,Chicago,12.491,1.195,42.59N,87.27W
52682,1827-11-01,1,11,1827,Chicago,5.948,1.739,42.59N,87.27W
52683,1827-12-01,1,12,1827,Chicago,0.75,3.878,42.59N,87.27W
52684,1828-01-01,1,1,1828,Chicago,0.5030000000000001,2.715,42.59N,87.27W
52685,1828-02-01,1,2,1828,Chicago,2.1180000000000003,2.7060000000000004,42.59N,87.27W
52686,1828-03-01,1,3,1828,Chicago,4.753,3.056,42.59N,87.27W
52687,1828-04-01,1,4,1828,Chicago,5.7280000000000015,2.725,42.59N,87.27W
52688,1828-05-01,1,5,1828,Chicago,11.796,3.552,42.59N,87.27W
52689,1828-06-01,1,6,1828,Chicago,19.391,2.2230000000000003,42.59N,87.27W
52690,1828-07-01,1,7,1828,Chicago,21.925,1.168,42.59N,87.27W
52691,1828-08-01,1,8,1828,Chicago,23.354,1.77,42.59N,87.27W
52692,1828-09-01,1,9,1828,Chicago,17.057000000000002,0.922,42.59N,87.27W
52693,1828-10-01,1,10,1828,Chicago,12.352,1.235,42.59N,87.27W
52694,1828-11-01,1,11,1828,Chicago,8.033999999999999,1.745,42.59N,87.27W
52695,1828-12-01,1,12,1828,Chicago,5.001,3.711,42.59N,87.27W
52696,1829-01-01,1,1,1829,Chicago,0.5860000000000001,2.027,42.59N,87.27W
52697,1829-02-01,1,2,1829,Chicago,-4.908,3.131,42.59N,87.27W
52698,1829-03-01,1,3,1829,Chicago,1.621,1.827,42.59N,87.27W
52699,1829-04-01,1,4,1829,Chicago,6.747000000000001,1.704,42.59N,87.27W
52700,1829-05-01,1,5,1829,Chicago,13.888,4.154,42.59N,87.27W
52701,1829-06-01,1,6,1829,Chicago,18.431,2.84,42.59N,87.27W
52702,1829-07-01,1,7,1829,Chicago,21.428,1.825,42.59N,87.27W
52703,1829-08-01,1,8,1829,Chicago,22.914,2.241,42.59N,87.27W
52704,1829-09-01,1,9,1829,Chicago,16.689,1.989,42.59N,87.27W
52705,1829-10-01,1,10,1829,Chicago,12.934,1.829,42.59N,87.27W
52706,1829-11-01,1,11,1829,Chicago,4.44,3.285,42.59N,87.27W
52707,1829-12-01,1,12,1829,Chicago,4.537,5.82,42.59N,87.27W
52708,1830-01-01,1,1,1830,Chicago,-0.2779999999999998,3.235,42.59N,87.27W
52709,1830-02-01,1,2,1830,Chicago,2.0330000000000004,1.36,42.59N,87.27W
52710,1830-03-01,1,3,1830,Chicago,4.638,1.55,42.59N,87.27W
52711,1830-04-01,1,4,1830,Chicago,9.271,1.386,42.59N,87.27W
52712,1830-05-01,1,5,1830,Chicago,10.413,1.1909999999999998,42.59N,87.27W
52713,1830-06-01,1,6,1830,Chicago,16.028,3.11,42.59N,87.27W
52714,1830-07-01,1,7,1830,Chicago,24.143,1.582,42.59N,87.27W
52715,1830-08-01,1,8,1830,Chicago,22.527,2.415,42.59N,87.27W
52716,1830-09-01,1,9,1830,Chicago,17.334,3.013,42.59N,87.27W
52717,1830-10-01,1,10,1830,Chicago,14.505,3.523,42.59N,87.27W
52718,1830-11-01,1,11,1830,Chicago,11.085,2.786,42.59N,87.27W
52719,1830-12-01,1,12,1830,Chicago,1.561,3.682,42.59N,87.27W
52720,1831-01-01,1,1,1831,Chicago,-2.854,2.504,42.59N,87.27W
52721,1831-02-01,1,2,1831,Chicago,-1.939,5.723,42.59N,87.27W
52722,1831-03-01,1,3,1831,Chicago,4.658,4.136,42.59N,87.27W
52723,1831-04-01,1,4,1831,Chicago,6.567,1.61,42.59N,87.27W
52724,1831-05-01,1,5,1831,Chicago,11.236,3.303,42.59N,87.27W
52725,1831-06-01,1,6,1831,Chicago,17.52,2.167,42.59N,87.27W
52726,1831-07-01,1,7,1831,Chicago,21.214,1.364,42.59N,87.27W
52727,1831-08-01,1,8,1831,Chicago,22.467,1.926,42.59N,87.27W
52728,1831-09-01,1,9,1831,Chicago,16.549,2.126,42.59N,87.27W
52729,1831-10-01,1,10,1831,Chicago,12.272,1.6230000000000002,42.59N,87.27W
52730,1831-11-01,1,11,1831,Chicago,5.641,5.897,42.59N,87.27W
52731,1831-12-01,1,12,1831,Chicago,-5.081,4.268,42.59N,87.27W
52732,1832-01-01,1,1,1832,Chicago,0.536,1.671,42.59N,87.27W
52733,1832-02-01,1,2,1832,Chicago,-2.447,3.366,42.59N,87.27W
52734,1832-03-01,1,3,1832,Chicago,5.487,2.358,42.59N,87.27W
52735,1832-04-01,1,4,1832,Chicago,7.92,3.896,42.59N,87.27W
52736,1832-05-01,1,5,1832,Chicago,10.138,2.657,42.59N,87.27W
52737,1832-06-01,1,6,1832,Chicago,17.722,2.079,42.59N,87.27W
52738,1832-07-01,1,7,1832,Chicago,21.893,2.859,42.59N,87.27W
52739,1832-08-01,1,8,1832,Chicago,20.968000000000004,2.309,42.59N,87.27W
52740,1832-09-01,1,9,1832,Chicago,17.932000000000002,2.659,42.59N,87.27W
52741,1832-10-01,1,10,1832,Chicago,13.095,2.266,42.59N,87.27W
52742,1832-11-01,1,11,1832,Chicago,6.912000000000001,0.906,42.59N,87.27W
52743,1832-12-01,1,12,1832,Chicago,3.854,4.067,42.59N,87.27W
52744,1833-01-01,1,1,1833,Chicago,2.7419999999999995,3.301,42.59N,87.27W
52745,1833-02-01,1,2,1833,Chicago,1.0179999999999998,1.741,42.59N,87.27W
52746,1833-03-01,1,3,1833,Chicago,3.859,2.7030000000000003,42.59N,87.27W
52747,1833-04-01,1,4,1833,Chicago,9.031,1.713,42.59N,87.27W
52748,1833-05-01,1,5,1833,Chicago,12.714,2.113,42.59N,87.27W
52749,1833-06-01,1,6,1833,Chicago,15.415,2.073,42.59N,87.27W
52750,1833-07-01,1,7,1833,Chicago,21.501,0.982,42.59N,87.27W
52751,1833-08-01,1,8,1833,Chicago,21.84,1.544,42.59N,87.27W
52752,1833-09-01,1,9,1833,Chicago,18.395,0.8759999999999999,42.59N,87.27W
52753,1833-10-01,1,10,1833,Chicago,10.572,2.189,42.59N,87.27W
52754,1833-11-01,1,11,1833,Chicago,7.478,1.261,42.59N,87.27W
52755,1833-12-01,1,12,1833,Chicago,3.785,2.477,42.59N,87.27W
52756,1834-01-01,1,1,1834,Chicago,-1.741,2.491,42.59N,87.27W
52757,1834-02-01,1,2,1834,Chicago,4.952,2.782,42.59N,87.27W
52758,1834-03-01,1,3,1834,Chicago,4.238,2.649,42.59N,87.27W
52759,1834-04-01,1,4,1834,Chicago,9.039,2.986,42.59N,87.27W
52760,1834-05-01,1,5,1834,Chicago,12.0,1.878,42.59N,87.27W
52761,1834-06-01,1,6,1834,Chicago,16.302,2.965,42.59N,87.27W
52762,1834-07-01,1,7,1834,Chicago,23.533,1.626,42.59N,87.27W
52763,1834-08-01,1,8,1834,Chicago,23.541,1.1740000000000002,42.59N,87.27W
52764,1834-09-01,1,9,1834,Chicago,17.561,3.301,42.59N,87.27W
52765,1834-10-01,1,10,1834,Chicago,11.63,1.7619999999999998,42.59N,87.27W
52766,1834-11-01,1,11,1834,Chicago,7.989999999999998,2.169,42.59N,87.27W
52767,1834-12-01,1,12,1834,Chicago,1.977,1.715,42.59N,87.27W
52768,1835-01-01,1,1,1835,Chicago,2.472,2.083,42.59N,87.27W
52769,1835-02-01,1,2,1835,Chicago,-5.106999999999998,2.483,42.59N,87.27W
52770,1835-03-01,1,3,1835,Chicago,3.398,1.798,42.59N,87.27W
52771,1835-04-01,1,4,1835,Chicago,5.982,2.708,42.59N,87.27W
52772,1835-05-01,1,5,1835,Chicago,12.757,1.536,42.59N,87.27W
52773,1835-06-01,1,6,1835,Chicago,17.213,2.393,42.59N,87.27W
52774,1835-07-01,1,7,1835,Chicago,21.466,2.0,42.59N,87.27W
52775,1835-08-01,1,8,1835,Chicago,21.187,0.745,42.59N,87.27W
52776,1835-09-01,1,9,1835,Chicago,15.411,1.876,42.59N,87.27W
52777,1835-10-01,1,10,1835,Chicago,12.494000000000002,2.138,42.59N,87.27W
52778,1835-11-01,1,11,1835,Chicago,5.2410000000000005,2.4,42.59N,87.27W
52779,1835-12-01,1,12,1835,Chicago,0.7290000000000001,1.682,42.59N,87.27W
